epoch,custom_accuracy,loss,lr,val_custom_accuracy,val_loss
0,0.7151250243186951,1.132887840270996,1e-04,0.6681249737739563,1.0713876485824585
1,0.7807187438011169,0.9090869426727295,1e-04,0.684374988079071,0.9408051371574402
2,0.8014531135559082,0.7575149536132812,1e-04,0.6990625262260437,0.8329846858978271
3,0.8108749985694885,0.6487367749214172,1e-04,0.6887500286102295,0.7809275984764099
4,0.8249375224113464,0.5730881690979004,1e-04,0.6815624833106995,0.7609789371490479
5,0.8375781178474426,0.5154381394386292,1e-04,0.6918749809265137,0.714073657989502
6,0.8470625281333923,0.4752505421638489,1e-04,0.6875,0.710650622844696
7,0.8544062376022339,0.4424419701099396,1e-04,0.702343761920929,0.6990590691566467
8,0.8640156388282776,0.4162002205848694,1e-04,0.7012500166893005,0.7502719163894653
9,0.8705937266349792,0.39648014307022095,1e-04,0.6892187595367432,0.6685365438461304
10,0.8773124814033508,0.3789912462234497,1e-04,0.6951562762260437,0.703125
11,0.8845624923706055,0.3637526035308838,1e-04,0.6932812333106995,0.7032065391540527
12,0.8895937204360962,0.3491455614566803,5e-05,0.6934375166893005,0.7029359340667725
13,0.8964531421661377,0.34081795811653137,5e-05,0.6915624737739563,0.7209422588348389
14,0.8998593688011169,0.3346633017063141,2.5e-05,0.7001562714576721,0.7069883942604065
15,0.9030468463897705,0.32834017276763916,2.5e-05,0.6904687285423279,0.71409010887146
16,0.9064843654632568,0.3244820833206177,1.25e-05,0.6903125047683716,0.7174894213676453
17,0.9035312533378601,0.32314422726631165,1.25e-05,0.7006250023841858,0.7068862915039062
18,0.9071875214576721,0.31850913166999817,6.25e-06,0.6939062476158142,0.7251712083816528
19,0.9067343473434448,0.31811046600341797,6.25e-06,0.6954687237739563,0.7197086215019226
20,0.9092187285423279,0.3162044882774353,3.125e-06,0.6931250095367432,0.7142047882080078
21,0.9071249961853027,0.3163931965827942,3.125e-06,0.6957812309265137,0.7253140807151794
