epoch,overall_acc,motion_acc,val_loss,train_loss,train_acc,learning_rate,NoGesture_acc,Gesture_acc,Move_acc,nogesture_to_gesture,nogesture_to_move,gesture_to_nogesture,gesture_to_move,move_to_nogesture,move_to_gesture
0,0.33921875,0.33921875,,,,9.999999747378752e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.44171875,0.60265625,1.057047724723816,1.0638748407363892,0.6959843635559082,9.999999747378752e-05,0.5766927683095348,0.33152173913043476,0.41712023750618504,0.23215108245048366,0.1911561492399816,0.42436594202898553,0.2441123188405797,0.33993072736269175,0.2429490351311232
1,0.47234375,0.62328125,0.9729071855545044,0.8393378257751465,0.740484356880188,9.999999747378752e-05,0.5909719023491479,0.322463768115942,0.5086590796635329,0.2031321971441732,0.20589590050667894,0.40398550724637683,0.27355072463768115,0.3122216724393864,0.17911924789708064
2,0.48078125,0.63703125,0.9455711245536804,0.6981757879257202,0.7681562304496765,9.999999747378752e-05,0.5891294334408107,0.34782608695652173,0.5096486887679367,0.2077383694150161,0.2031321971441732,0.3392210144927536,0.3129528985507246,0.3374567046016823,0.15289460663038099
3,0.46453125,0.6275,0.9595885276794434,0.6049019694328308,0.7887343764305115,9.999999747378752e-05,0.6771073238139106,0.42391304347826086,0.2805541810984661,0.20082911100875173,0.12206356517733763,0.3645833333333333,0.2115036231884058,0.43443839683325086,0.285007422068283
4,0.4703125,0.635625,0.8752003312110901,0.5418365001678467,0.8098750114440918,9.999999747378752e-05,0.5099032703823123,0.4624094202898551,0.4364176150420584,0.28327959465684016,0.20681713496084753,0.27355072463768115,0.26403985507246375,0.3285502226620485,0.23503216229589313
5,0.49140625,0.6478125,0.8794946074485779,0.49378305673599243,0.8230937719345093,9.999999747378752e-05,0.6190695532012898,0.5081521739130435,0.3359722909450767,0.2745278673422386,0.10640257945647168,0.30480072463768115,0.18704710144927536,0.3730826323602177,0.2909450766947056
6,0.50296875,0.6546875,0.842927873134613,0.459820955991745,0.8290937542915344,9.999999747378752e-05,0.5255642561031783,0.561141304347826,0.4151410192973775,0.2934131736526946,0.18102257024412713,0.21105072463768115,0.22780797101449277,0.3532904502721425,0.23156853043047995
7,0.489375,0.64671875,0.8888258337974548,0.4289838969707489,0.8342499732971191,9.999999747378752e-05,0.6411791801013358,0.47690217391304346,0.33993072736269175,0.25057577153385535,0.10824504836480885,0.30570652173913043,0.21739130434782608,0.39930727362691737,0.2607619990103909
8,0.50953125,0.6659375,0.7921401858329773,0.4089525640010834,0.8416093587875366,9.999999747378752e-05,0.6351911561492399,0.6109601449275363,0.2637308263236022,0.28880700138185167,0.07600184246890834,0.23596014492753623,0.15307971014492755,0.4082137555665512,0.3280554181098466
9,0.46734375,0.60125,0.8266274333000183,0.3866635859012604,0.8498281240463257,9.999999747378752e-05,0.7001381851681253,0.39402173913043476,0.29737753587333005,0.1625978811607554,0.1372639336711193,0.4483695652173913,0.15760869565217392,0.4507669470559129,0.25185551707075704
10,0.5365625,0.69171875,0.7073017954826355,0.3738500773906708,0.854421854019165,9.999999747378752e-05,0.6006448641179181,0.6417572463768116,0.3527956457199406,0.2759097190234915,0.1234454168585905,0.2346014492753623,0.12364130434782608,0.2909450766947056,0.3562592775853538
11,0.5215625,0.6646875,0.7680112719535828,0.3608234226703644,0.8599374890327454,9.999999747378752e-05,0.6789497927222478,0.5701992753623188,0.2993567540821376,0.25564256103178257,0.0654076462459696,0.2803442028985507,0.14945652173913043,0.4106877783275606,0.28995546759030183
12,0.50421875,0.67546875,0.8160045742988586,0.3480760455131531,0.8654375076293945,9.999999747378752e-05,0.7931828650391525,0.4692028985507246,0.23206333498268183,0.14739751266697373,0.05941962229387379,0.4048913043478261,0.12590579710144928,0.3631865413161801,0.40475012370113805
