epoch,custom_accuracy,loss,lr,val_custom_accuracy,val_loss
0,0.6950312256813049,0.8569648265838623,1e-04,0.5457812547683716,0.8074861764907837
1,0.7291093468666077,0.7056336998939514,1e-04,0.5310937762260437,0.7690871357917786
2,0.7467031478881836,0.6460042595863342,1e-04,0.47734373807907104,0.7458589673042297
3,0.7581562399864197,0.5930252075195312,1e-04,0.5095312595367432,0.7041505575180054
4,0.7737343907356262,0.537678599357605,1e-04,0.5267187356948853,0.7003451585769653
5,0.7838125228881836,0.4974003732204437,1e-04,0.5525000095367432,0.6839324831962585
6,0.7939062714576721,0.46807828545570374,1e-04,0.5267187356948853,0.6902654767036438
7,0.8049218654632568,0.4452704191207886,1e-04,0.5471875071525574,0.6773065328598022
8,0.8077656030654907,0.42616865038871765,1e-04,0.5701562762260437,0.7204933762550354
9,0.8159219026565552,0.40840545296669006,1e-04,0.5824999809265137,0.6912737488746643
10,0.8182500004768372,0.3977162837982178,5e-05,0.5414062738418579,0.6862058043479919
11,0.8219687342643738,0.3896024525165558,5e-05,0.5520312786102295,0.6953731775283813
12,0.8221718668937683,0.38549548387527466,2.5e-05,0.5573437213897705,0.6778301000595093
13,0.8224375247955322,0.3833460211753845,2.5e-05,0.5531250238418579,0.6774305105209351
14,0.8250937461853027,0.3810803294181824,1.25e-05,0.5618749856948853,0.6931844353675842
15,0.8253281116485596,0.37742817401885986,1.25e-05,0.5706250071525574,0.6782278418540955
16,0.8270624876022339,0.3757481575012207,6.25e-06,0.5814062356948853,0.6891999840736389
17,0.8284375071525574,0.3759428858757019,6.25e-06,0.5670312643051147,0.6787441372871399
18,0.8268593549728394,0.3731309473514557,3.125e-06,0.5637500286102295,0.6766608953475952
19,0.8286874890327454,0.3744305372238159,3.125e-06,0.5626562237739563,0.6817266941070557
20,0.8290937542915344,0.37234875559806824,3.125e-06,0.5718749761581421,0.6876745820045471
21,0.8282812237739563,0.3714800477027893,1.5625e-06,0.5670312643051147,0.6837416887283325
22,0.828125,0.3727526068687439,1.5625e-06,0.5728124976158142,0.6831024289131165
23,0.8280312418937683,0.3739960789680481,1e-06,0.5653125047683716,0.6829079985618591
24,0.8279843926429749,0.374575138092041,1e-06,0.5618749856948853,0.6772278547286987
25,0.8305624723434448,0.3726039230823517,1e-06,0.5540624856948853,0.6737476587295532
26,0.8304843902587891,0.37203797698020935,1e-06,0.5568749904632568,0.6781889200210571
27,0.8283281326293945,0.3742051422595978,1e-06,0.5651562213897705,0.6761242747306824
28,0.8304843902587891,0.3712579905986786,1e-06,0.5665624737739563,0.6838982105255127
29,0.8290468454360962,0.3722253739833832,1e-06,0.5699999928474426,0.6805991530418396
30,0.8299062252044678,0.3733101487159729,1e-06,0.5565624833106995,0.6812580227851868
31,0.8314999938011169,0.37190884351730347,1e-06,0.5587499737739563,0.6765875220298767
32,0.8291249871253967,0.3709262013435364,1e-06,0.5707812309265137,0.6846750378608704
33,0.8301093578338623,0.3728967308998108,1e-06,0.563281238079071,0.6814029216766357
34,0.8307656049728394,0.3707483112812042,1e-06,0.5662500262260437,0.6820817589759827
35,0.8263906240463257,0.3724086880683899,1e-06,0.5635937452316284,0.6803741455078125
36,0.831125020980835,0.3708884119987488,1e-06,0.5673437714576721,0.6779615879058838
37,0.8276406526565552,0.37069106101989746,1e-06,0.5640624761581421,0.6807193756103516
