epoch,custom_accuracy,loss,lr,val_custom_accuracy,val_loss
0,0.6729531288146973,1.1378216743469238,1e-04,0.6029687523841858,1.0260778665542603
1,0.713796854019165,0.894635021686554,1e-04,0.6110937595367432,0.9440430998802185
2,0.7411562204360962,0.748204231262207,1e-04,0.600781261920929,0.9264805316925049
3,0.7628594040870667,0.6444109678268433,1e-04,0.65234375,0.9232852458953857
4,0.7840155959129333,0.5739895701408386,1e-04,0.6512500047683716,0.8926985859870911
5,0.8000624775886536,0.5202670097351074,1e-04,0.6767187714576721,0.8962802290916443
6,0.8106406331062317,0.48271945118904114,1e-04,0.6595312356948853,0.862999677658081
7,0.8174218535423279,0.45417705178260803,1e-04,0.6589062213897705,0.9203587174415588
8,0.827468752861023,0.42981570959091187,1e-04,0.672656238079071,0.8500183820724487
9,0.8325937390327454,0.4086386561393738,1e-04,0.6524999737739563,0.8598584532737732
10,0.8406406044960022,0.39592140913009644,1e-04,0.6507812738418579,0.7911064624786377
11,0.8477030992507935,0.379585862159729,1e-04,0.6818749904632568,0.8268278241157532
12,0.8485468626022339,0.36828508973121643,1e-04,0.6717187762260437,0.8395650386810303
13,0.8561718463897705,0.35425716638565063,5e-05,0.6746875047683716,0.8452293276786804
14,0.854812502861023,0.34698033332824707,5e-05,0.668749988079071,0.8136587738990784
15,0.8602343797683716,0.3367342948913574,2.5e-05,0.696093738079071,0.7997616529464722
16,0.8649374842643738,0.3330206573009491,2.5e-05,0.6895312666893005,0.7927298545837402
17,0.866937518119812,0.3289417624473572,1.25e-05,0.6910937428474426,0.8130773305892944
18,0.8681874871253967,0.3272353410720825,1.25e-05,0.7024999856948853,0.8097217082977295
19,0.866406261920929,0.32533395290374756,6.25e-06,0.6934375166893005,0.7814363837242126
20,0.8693593740463257,0.32375669479370117,6.25e-06,0.6890624761581421,0.7862535119056702
21,0.8707656264305115,0.3228517472743988,6.25e-06,0.6934375166893005,0.7830707430839539
22,0.8706250190734863,0.3197728395462036,3.125e-06,0.6948437690734863,0.8098964691162109
23,0.8715624809265137,0.3182933032512665,3.125e-06,0.6928125023841858,0.785362958908081
24,0.8708593845367432,0.31954488158226013,1.5625e-06,0.694531261920929,0.7908180356025696
25,0.8703749775886536,0.3200438320636749,1.5625e-06,0.6907812356948853,0.790711522102356
26,0.8696249723434448,0.3207056224346161,1e-06,0.6957812309265137,0.7999613285064697
27,0.8710156083106995,0.3193269968032837,1e-06,0.6971874833106995,0.7990403175354004
28,0.8725937604904175,0.31922656297683716,1e-06,0.6965625286102295,0.8046090006828308
29,0.8717812299728394,0.31966331601142883,1e-06,0.6915624737739563,0.7853069305419922
30,0.8693749904632568,0.3179638385772705,1e-06,0.6937500238418579,0.7934872508049011
31,0.8710156083106995,0.318353533744812,1e-06,0.6937500238418579,0.7985838055610657
