iteration,train_loss
117,0.4009033803660162
118,0.4003839690481518
119,0.3999770644431078
120,0.39957382013520626
121,0.3991398428762063
122,0.3985709585352421
123,0.3981135574455409
124,0.39765800728204653
125,0.3971575537859465
126,0.39676435128819254
127,0.39641416472755586
128,0.3960191531276839
129,0.39558322045762395
130,0.39521645863429355
131,0.3948473569691032
132,0.3944811109098153
133,0.3941940116814627
134,0.39376093851424265
135,0.39330697437490575
136,0.39290107052904083
137,0.39263835554464993
138,0.39232523162247684
139,0.39192447691875465
140,0.3914508022171747
141,0.39110691781644047
142,0.39073354162330637
143,0.39039657272801087
144,0.38993186753663217
145,0.3896494656167813
146,0.38930141094774473
147,0.3888683466370157
148,0.38844848424393397
149,0.38801471183393516
150,0.3876906560340172
151,0.3872666318374132
152,0.38683263198226936
153,0.3863786018306425
154,0.38597545923650517
155,0.3856342996775134
156,0.38521852995661626
157,0.38494481312714907
158,0.38460597699032534
159,0.38420925956553603
160,0.3838957762711875
161,0.38356780979877253
162,0.3832876856944535
163,0.3830322240038611
164,0.3827757361745353
165,0.38244215795794734
166,0.3821555169304058
167,0.38190287133375345
168,0.38164983337294706
169,0.3812729770422327
170,0.3809936885360058
171,0.3806981893753043
172,0.380479966000457
173,0.38022266243926767
174,0.37988503947661045
175,0.3796438060330563
176,0.3793882035842175
177,0.3790974100057171
178,0.3788851143948986
179,0.3785810357675743
180,0.3783718051451539
181,0.37802059371988594
182,0.3777418874766033
183,0.3773943334610028
184,0.3771933959629494
185,0.3769618956395648
186,0.3766403354367568
187,0.37643144619987173
188,0.37614478696910664
189,0.3758151479967014
190,0.3755769974961526
191,0.3753597378693742
192,0.37516145688306124
193,0.37493218185902044
194,0.37472005102445566
195,0.37444088937506487
196,0.3742032001177316
197,0.37401629043770923
198,0.37377165590609596
199,0.3736067587150417
200,0.37326827777876415
201,0.37298608087420204
202,0.37276878491438026
203,0.3725144020724412
204,0.37223633007478957
205,0.37200351888041505
206,0.3717580390661446
207,0.37152404648058146
208,0.37134622008805895
209,0.37118214453889914
210,0.37089987541852176
211,0.37067788466510115
212,0.3705235509394964
213,0.37030441393216895
214,0.370119254072968
215,0.3699941304836004
216,0.3696736624021083
217,0.3694679209084735
218,0.36925611984248147
219,0.3690584055576652
220,0.3688888195144899
221,0.36874025944729766
222,0.36857490007735433
223,0.36842643452835977
224,0.3683117453029896
225,0.3680243886301379
226,0.3677993853419256
227,0.36757837872587223
228,0.3673611318649751
229,0.36713191427826175
230,0.36688616121604356
231,0.3666597179572763
232,0.3664148721970783
233,0.3661152752992024
234,0.3658441130590074
235,0.36570475635750244
236,0.3654760275384248
237,0.36526849779042153
238,0.3650826646569291
239,0.36484448581558965
240,0.36464994996446787
241,0.36452665470925383
242,0.3642834929794029
243,0.36419430873100045
244,0.36404762018684955
245,0.36385767556429344
246,0.3636677073213409
247,0.3633822472004672
248,0.3630488897845579
249,0.3628479488214838
250,0.36264639417098254
251,0.3624930241673054
252,0.36234432930169813
253,0.3621753880626787
254,0.3620512577244621
255,0.3619378888454901
256,0.3617386837870681
257,0.3616422568193348
258,0.3614007607864123
259,0.3611824080145199
260,0.3609340896634883
261,0.3607622372595883
262,0.36058729684952506
263,0.36043217401987043
264,0.36020209514309376
265,0.3599625149114269
266,0.35966712480370344
267,0.35951463171914316
268,0.35927945920389803
269,0.3590551359644793
270,0.35883048176463406
271,0.35864078871693306
272,0.3583429323099329
273,0.35813193859111625
274,0.35796646560407563
275,0.3578580601801834
276,0.3577966510279111
277,0.35771382279336994
278,0.35759677641847265
279,0.3574746682048516
280,0.35731538507298516
281,0.35716975147797064
282,0.3569600318875024
283,0.35672201939779313
284,0.3565700790296762
285,0.3563936583341568
286,0.3562684135477705
287,0.35610530512600896
288,0.35597039464283403
289,0.35583255151189913
290,0.3556508233751442
291,0.35548872082215693
292,0.3553746563264595
293,0.3550950395588938
294,0.35496960675505435
295,0.35488030435480017
296,0.3545451955574104
297,0.35430595406443743
298,0.35404387277889854
299,0.3538235768583165
300,0.35366289689362224
301,0.353452115167888
302,0.35331092823227767
303,0.3531172993959498
304,0.35289380528389286
305,0.35266875805906767
306,0.3524870401720715
307,0.35229531919835394
308,0.3522138150466826
309,0.35198586436115836
310,0.35182971399395285
311,0.351632393629777
312,0.3514682617495509
313,0.3512206138702735
314,0.3509886593975784
315,0.3507904475999338
316,0.3506895155900909
317,0.350575843483087
318,0.35036355361410587
319,0.3501215579311622
320,0.3500013188123894
321,0.34988280534501776
322,0.34976729913679994
323,0.34960413450433847
324,0.3493511189831417
325,0.3491498261956402
326,0.34887602165281856
327,0.34862748832003937
328,0.3484235042276532
329,0.3481765203732659
330,0.3479474191700328
331,0.347729208221563
332,0.34756717314904007
333,0.34736318966969604
334,0.34721402366237364
335,0.3470083113464114
336,0.34692225747256145
337,0.34679733769077986
338,0.34672804783495825
339,0.3466146736833852
340,0.3464892305567674
341,0.3463203016303988
342,0.34611936365599566
343,0.3459056756369974
344,0.345723232017516
345,0.3456166401895874
346,0.3454669055456085
347,0.3453796907031068
348,0.34520306299594156
349,0.345126013545744
350,0.34501165723621285
351,0.34490246917272455
352,0.34473181954767396
353,0.34462702307554854
354,0.3445230996688991
355,0.3444281346570902
356,0.34428443944065606
357,0.3441551494194219
358,0.3440447799548906
359,0.34387980568011906
360,0.3437342722220042
361,0.34362379024899814
362,0.3434133498268514
363,0.3433356523384211
364,0.34311204391484046
365,0.34299069010015787
366,0.34289787339910366
367,0.3427619664852227
368,0.3426830436152425
369,0.34262411101131246
370,0.3425564641600681
371,0.34231399822378256
372,0.342139394972236
373,0.3419904727701835
374,0.34178182265288676
375,0.34157527209589117
376,0.34146643914423347
377,0.34133023690548503
378,0.3411716292692479
379,0.34096449335592444
380,0.3407838888644665
381,0.3406343801922969
382,0.34043196679735677
383,0.3402676913644979
384,0.3400530272178895
385,0.3399009029159494
386,0.33978830515896424
387,0.33966362863041544
388,0.3395306907581924
389,0.3393959380211175
390,0.3393160481086326
391,0.33921803183319643
392,0.33911064868383023
393,0.3390345020080144
394,0.33890744996914546
395,0.3388382724224594
396,0.3386837904488419
397,0.3385572412119068
398,0.3384460618636171
399,0.33837333149848586
400,0.338201721469155
401,0.3380902849384283
402,0.33794804463806805
403,0.3378559009059094
404,0.3376801434430385
405,0.3375118572695024
406,0.3373991092445567
407,0.3371836650958016
408,0.3370778741229582
409,0.3369245665020339
410,0.33682260952131715
411,0.3367038052462208
412,0.3365743737994109
413,0.33650063313438533
414,0.3364126811065635
415,0.3363204158761569
416,0.3362199426559129
417,0.33603565247813416
418,0.33592948906073966
419,0.3357852450252303
420,0.3356851371972793
421,0.3356115870471131
422,0.3355415198927859
423,0.335464684149874
424,0.3353821673052941
425,0.33519200674696104
426,0.3349664755124981
427,0.334737614562407
428,0.33450905287844146
429,0.33429758813396326
430,0.33403861622470343
431,0.33395602220089193
432,0.3338605782508165
433,0.3337368809758549
434,0.3336337128111738
435,0.3334132634979236
436,0.33328925155203043
437,0.3331597856379978
438,0.33308727229770824
439,0.3328285481789298
440,0.33262335148828615
441,0.33252119152289694
442,0.3324290960720679
443,0.3323125935835899
444,0.3321247595459244
445,0.33196260092212965
446,0.3317227751505877
447,0.33163185611821283
448,0.3314763842841428
449,0.33137461355361947
450,0.33113630426043217
451,0.3309969629838378
452,0.33088570992607164
453,0.3307942589467713
454,0.3306129024130449
455,0.3305532238372062
456,0.33035151351110537
457,0.3301920104898823
458,0.3300253564085988
459,0.3298385427726783
460,0.32973861116547637
461,0.3295879710765741
462,0.32948766603951096
463,0.3294081458928533
464,0.32932544750479775
465,0.3292310023164159
466,0.32913177462907517
467,0.3290296984050624
468,0.32889430003056236
469,0.3287707135564599
470,0.3286753538654742
471,0.32850664041300537
472,0.32838885641642346
473,0.32824742876807833
474,0.32808451528771293
475,0.3279534303000806
476,0.32773671311713864
477,0.32754430445273053
478,0.32736828645945476
479,0.32720598769343995
480,0.3270505443325413
481,0.3269753866333645
482,0.3269282218636581
483,0.3268327022932485
484,0.32673041190134555
485,0.32666107484159324
486,0.32649612399585126
487,0.3263734071348517
488,0.3262540223297264
489,0.32611075320642635
490,0.32601068027316865
491,0.3258945523073627
492,0.32578439540167303
493,0.3256839175461141
494,0.3255921507122427
495,0.32550299930681087
496,0.3253478801434216
497,0.32522520499633195
498,0.3250596239676504
499,0.3249259118679588
500,0.3247708406422767
501,0.3247080249703257
502,0.3246504002548864
503,0.3245955139862085
504,0.32454618959276016
505,0.3244921522157392
506,0.32442655989471186
507,0.32434072966347116
508,0.3242160470810257
509,0.3241415740772367
510,0.32407972660671513
511,0.32397653269183463
512,0.3238207360953224
513,0.32371652758315356
514,0.32360407735281743
515,0.3234829906322594
516,0.3233650965038045
517,0.3231885832958923
518,0.3230658737349292
519,0.3230010924594099
520,0.32288283572549326
521,0.32272207004894005
522,0.32258564780906607
523,0.3224067785288051
524,0.3222975413787352
525,0.3221129477072183
526,0.3219944547539012
527,0.32190736690646954
528,0.32183837506572827
529,0.3217039855426935
530,0.32156919737341483
531,0.3215000268908024
532,0.3214155222822263
533,0.32135616494598956
534,0.32126908247308283
535,0.3211822538697842
536,0.3211039648601176
537,0.32103020486186173
538,0.3208399116407087
539,0.32068860680970307
540,0.320563295267153
541,0.3204760441406968
542,0.3203370090694304
543,0.3202243162298053
544,0.32014471301826586
545,0.31998212955633665
546,0.319896557576195
547,0.31983704159999743
548,0.3196631728740062
549,0.3195426453533826
550,0.31946508086090913
551,0.31931848637615434
552,0.3192182610233232
553,0.31906323184960084
554,0.3189476465732642
555,0.3188539585063701
556,0.31878249675540865
557,0.3186783395070817
558,0.31859515573081104
559,0.31853356889903994
560,0.31846490229764624
561,0.3183893382328005
562,0.31822797761415794
563,0.31812973551373436
564,0.31803671965279856
565,0.317898804528353
566,0.3177235666196735
567,0.3176100904381851
568,0.31746365435117446
569,0.31738442217740465
570,0.31723697402559975
571,0.3171465472988374
572,0.3170341379854069
573,0.3168537994298287
574,0.31670380012265065
575,0.3165460487778579
576,0.3164953013492628
577,0.3164487893081615
578,0.31640776260025005
579,0.31633793974963065
580,0.3162624814639978
581,0.3161446574164619
582,0.31608012597431107
583,0.3159697284073598
584,0.3157936740739628
585,0.3156762634300435
586,0.3155644165471708
587,0.3154603621080373
588,0.31533458416207194
589,0.31525753214165386
590,0.3151560189239548
591,0.3149787799070593
592,0.3148097223785893
593,0.3146685587670246
594,0.3145029252919951
595,0.3143553265337121
596,0.31423270897007555
597,0.3141507840965632
598,0.3140185844288057
599,0.3139310129789346
600,0.31380470578855335
601,0.3137377109300908
602,0.3135539427117186
603,0.31349916332573624
604,0.31341699543302576
605,0.31334455482837537
606,0.3131744831069232
607,0.31305309552200195
608,0.3129299980497295
609,0.3127669705892447
610,0.3126685748033359
611,0.31261554026132377
612,0.312580430867608
613,0.31253231553533867
614,0.31247445185495726
615,0.3123775438745475
616,0.3122058485958956
617,0.3120406568115204
618,0.31186795836828
619,0.31166357676373924
620,0.31157838141554667
621,0.3114951606848315
622,0.3113968635024422
623,0.31131499463085954
624,0.311183181781154
625,0.31110237604470226
626,0.31099877087999706
627,0.31091303273681536
628,0.3108539052719472
629,0.31071963386084045
630,0.3106097512122321
631,0.3104231603176436
632,0.31025551179282973
633,0.31013973043784876
634,0.3100769151617797
635,0.3099504548541339
636,0.30979012589309995
637,0.3096351947537748
638,0.3095227737948897
639,0.30941175626408207
640,0.3092796426599394
641,0.30916283947908413
642,0.3090621542592242
643,0.3089827879775982
644,0.3088538279862293
645,0.3087749158854153
646,0.30868464272195895
647,0.3086186248127564
648,0.3085215318441378
649,0.3084573653886832
650,0.30839638099500644
651,0.30828817602444103
652,0.30816239891138364
653,0.30806232229181335
654,0.30794128852957925
655,0.30786022305140137
656,0.3077987081905744
657,0.30773996504012824
658,0.30761573467168174
659,0.3075003604486716
660,0.3074182087150918
661,0.3073272500299008
662,0.3072493858076262
663,0.307166448834957
664,0.3070333658158463
665,0.30694900594202873
666,0.30688265146976634
667,0.3067205789757513
668,0.3066251194686525
669,0.3065796206827853
670,0.30652634525695915
671,0.30639566727504536
672,0.3062822260195042
673,0.30616666530749553
674,0.3060645050862982
675,0.3059695449575552
676,0.3059095759034806
677,0.3058059322247497
678,0.30575973130776324
679,0.3056447211315714
680,0.3055843356283144
681,0.30541106631923826
682,0.3052368131615569
683,0.30513723248888036
684,0.30496124782217543
685,0.3048711890606215
686,0.30473615857160263
687,0.30459452540369625
688,0.30452712334853016
689,0.304428766730666
690,0.30429919940985034
691,0.3041988654935758
692,0.30412655876563033
693,0.30406873206411295
694,0.30396985045097435
695,0.3039164662573679
696,0.30386819357037625
697,0.30377613392829994
698,0.3036670994047555
699,0.3035311464398663
700,0.30346960495427044
701,0.30331205183737414
702,0.30319504353893095
703,0.3031280279993234
704,0.3030222062434881
705,0.30286076502387416
706,0.302803113672379
707,0.3027047406107712
708,0.3026380715295838
709,0.30258524407113685
710,0.30251482472271374
711,0.30243712777316717
712,0.3023031704498379
713,0.3022128538012878
714,0.30215029624408024
715,0.30207935066888425
716,0.3019380441891389
717,0.30181498819058067
718,0.30166061139631073
719,0.3015172440195765
720,0.3014202563034668
721,0.3012556206944056
722,0.3011383251608473
723,0.3010218852420055
724,0.30094924666027356
725,0.3008645022916223
726,0.30072013539432885
727,0.3005736558337547
728,0.3004444693893824
729,0.30031693299934825
730,0.3001784804367378
731,0.3000958290983117
732,0.300053576273686
733,0.3000131094295916
734,0.29997549406916185
735,0.2999245414624061
736,0.2998190575492557
737,0.29975036307112063
738,0.29968276931903354
739,0.2995516102817753
740,0.2994754657271646
741,0.29937079917733767
742,0.2992890965372959
743,0.29914332262993054
744,0.2989791778670186
745,0.29890558522339994
746,0.2988450703773744
747,0.2987792038070566
748,0.29872686348987637
749,0.29867429233236753
750,0.29857173222300715
751,0.2984398167792988
752,0.29831814164701936
753,0.2981755879842184
754,0.29805035382740713
755,0.29794553384912337
756,0.29785921096411444
757,0.29768945046330636
758,0.29760784010724445
759,0.29754344630508633
760,0.2974105592682418
761,0.2972948545206697
762,0.2972462717170709
763,0.2972084119174443
764,0.2971211481871611
765,0.2970718674374672
766,0.2969169013519008
767,0.29680594670047095
768,0.29664524864759534
769,0.29659760259618645
770,0.296520924321737
771,0.2964288851677416
772,0.2962837143496491
773,0.29623717736214383
774,0.29611817684349007
775,0.29605247561108267
776,0.2959587824257854
777,0.2958919963714463
778,0.2957902327774687
779,0.2957213073297802
780,0.29563795883764943
781,0.2955722336847643
782,0.2955027145949436
783,0.2954476164408641
784,0.2953831351493153
785,0.2953212629383405
786,0.29519540794484606
787,0.2950876965536759
788,0.2949489213975275
789,0.29486356932241004
790,0.2947767787275216
791,0.29465706611091097
792,0.2945296626614506
793,0.2943964289540725
794,0.294324847621159
795,0.2942230548041613
796,0.29406073461066073
797,0.29389999661380145
798,0.29382887728975404
799,0.29377913277609113
800,0.29370901711548564
801,0.29357627477353215
802,0.29345299663494057
803,0.29332497663706497
804,0.2932214657636866
805,0.29315317943472835
806,0.2930497486572133
807,0.2929757680999377
808,0.29286685649447036
809,0.29280125540504065
810,0.29266405524386774
811,0.2925766348948032
812,0.2924904124807061
813,0.29239863861652077
814,0.2923021213092202
815,0.292227155039382
816,0.29209235053006705
817,0.29197150506441055
818,0.29188651071811356
819,0.29184682972364606
820,0.2917453312969631
821,0.29164168096852505
822,0.2915224811055038
823,0.2914086610085997
824,0.29129717318259235
825,0.2912137162600849
826,0.2911434157540305
827,0.2910827699868352
828,0.2910191765309614
829,0.2909582580137092
830,0.2908941660980375
831,0.2908328229536499
832,0.2907384667286593
833,0.29070274845380895
834,0.29061182987994344
835,0.2905718700714807
836,0.2904682923447022
837,0.2903921415300353
838,0.2903470239271814
839,0.2901973351958706
840,0.29015196999023185
841,0.29003136696459336
842,0.28989087342632636
843,0.2897546261413209
844,0.2896411217394313
845,0.2895677661337509
846,0.28951649293335574
847,0.2894643984144025
848,0.2893883843706615
849,0.28932966490873385
850,0.28927458002668616
851,0.2892090057631605
852,0.28913618409824265
853,0.28908369264399975
854,0.28899461185771474
855,0.28891111719582696
856,0.28883828290484187
857,0.2887689215823726
858,0.28871449332174604
859,0.2886416746270692
860,0.2885658779675772
861,0.2884762108516812
862,0.2883433748491901
863,0.288273837700668
864,0.28820584796965637
865,0.288083597723391
866,0.2880129790384714
867,0.28794804715745037
868,0.2878849425890735
869,0.28779654318455294
870,0.28764925807432545
871,0.2876037764829634
872,0.28751399420380735
873,0.2874432783499005
874,0.2874023017760732
875,0.28729980573829805
876,0.2871927349052536
877,0.28706610355911877
878,0.2869932066932409
879,0.28690422636049834
880,0.2867591329080598
881,0.28670595272235866
882,0.28665013352870605
883,0.28657246113426943
884,0.28649629202715365
885,0.28644404633298637
886,0.2863458600144399
887,0.28628415489682535
888,0.2861888222656773
889,0.28613045080124194
890,0.28605538133948233
891,0.2859637247950441
892,0.28586508284293016
893,0.28577245525745587
894,0.2856693516496903
895,0.2855953815837422
896,0.28553763027351164
897,0.28545777951504586
898,0.2854198448989369
899,0.28533901710645304
900,0.2852832198020632
901,0.28523998778980963
902,0.2851366219457764
903,0.2850992909278187
904,0.28499480683138567
905,0.2849184366736321
906,0.28485629825589626
907,0.2848107920345017
908,0.2847544969127903
909,0.28471103974266115
910,0.2846640690267176
911,0.28459863630866794
912,0.28456749559742006
913,0.2844977464433248
914,0.2844282499683142
915,0.2843768238047427
916,0.28429685075101446
917,0.28422289795511163
918,0.28412611857935866
919,0.28405368219241006
920,0.28397603532102966
921,0.2838705379662457
922,0.2837253296226264
923,0.2836006281914135
924,0.2835180943449808
925,0.283424260526016
926,0.2833682401041293
927,0.2832928013247081
928,0.2832097860831089
929,0.28313446910786233
930,0.2830939099319215
931,0.28303317491021784
932,0.2829757155600154
933,0.28291262133875805
934,0.2828400917014113
935,0.2827934238147297
936,0.2827283760226734
937,0.2826735858834388
938,0.28262631816638006
939,0.28257330007667947
940,0.2825339670285835
941,0.2823925579644325
942,0.2822816607272974
943,0.28214941204618327
944,0.28202042543504674
945,0.281967366201554
946,0.2818408661495913
947,0.2817681544415412
948,0.281703544980834
949,0.28164630847131605
950,0.28157982085926725
951,0.28153260359689974
952,0.2814090419841114
953,0.2813451180381064
954,0.28123478824576725
955,0.2811520854842296
956,0.28109770455206107
957,0.28104174692575223
958,0.2809948816614961
959,0.28094067545250884
960,0.28090254891631017
961,0.28078733865746547
962,0.2806696079097062
963,0.2805774374483647
964,0.280500871481867
965,0.2803938243122865
966,0.28030649826652326
967,0.28021480312234737
968,0.28010821418797066
969,0.28004686305736665
970,0.27997656994699804
971,0.2799163179085379
972,0.27986402921631837
973,0.27981209877974744
974,0.27975049583469014
975,0.27969641316312827
976,0.27958354594443907
977,0.2794661526532823
978,0.2793542710005147
979,0.279225110906522
980,0.2791188066309311
981,0.278990796749971
982,0.2788630340696899
983,0.2788130436015128
984,0.2787212147021189
985,0.2786095229702144
986,0.2785391071565712
987,0.278498716038423
988,0.27842507059914334
989,0.278378558365133
990,0.27831888130721516
991,0.27824154099649595
992,0.2781846983006952
993,0.27811430481542987
994,0.278069625279465
995,0.2779491761460752
996,0.27786435641355023
997,0.2777486579566611
998,0.277702212019318
999,0.2776227427555423
1000,0.27754997940928583
