epoch,custom_accuracy,loss,lr,val_custom_accuracy,val_loss
0,0.6345937252044678,1.1952428817749023,1e-04,0.5767187476158142,1.1019477844238281
1,0.7578906416893005,0.9282129406929016,1e-04,0.678906261920929,0.9820825457572937
2,0.7995781302452087,0.7777624726295471,1e-04,0.6965625286102295,0.8771960735321045
3,0.8231250047683716,0.6663736701011658,1e-04,0.7082812786102295,0.8213674426078796
4,0.8400468826293945,0.5830280184745789,1e-04,0.7206249833106995,0.7651942372322083
5,0.8578281402587891,0.5203657150268555,1e-04,0.7021874785423279,0.7788956165313721
6,0.8658280968666077,0.47379472851753235,1e-04,0.7217187285423279,0.7640184760093689
7,0.8770312666893005,0.438348650932312,1e-04,0.7071874737739563,0.750762939453125
8,0.8840781450271606,0.40965014696121216,1e-04,0.717968761920929,0.7665261030197144
9,0.8902187347412109,0.3859851062297821,1e-04,0.723437488079071,0.7367019057273865
10,0.896109402179718,0.3678412437438965,1e-04,0.706250011920929,0.7168025970458984
11,0.9008281230926514,0.35271701216697693,1e-04,0.7049999833106995,0.7487133741378784
12,0.9045937657356262,0.3402206599712372,1e-04,0.7331249713897705,0.6912050843238831
13,0.9083593487739563,0.3289135992527008,1e-04,0.6798437237739563,0.7609912753105164
14,0.9119218587875366,0.3206530809402466,1e-04,0.7001562714576721,0.7297453880310059
15,0.9172812700271606,0.3053915500640869,5e-05,0.7106249928474426,0.744530200958252
16,0.9207500219345093,0.3006252646446228,5e-05,0.7256249785423279,0.7838774919509888
17,0.9234374761581421,0.29367145895957947,2.5e-05,0.7182812690734863,0.760831356048584
18,0.926437497138977,0.2882917523384094,2.5e-05,0.727343738079071,0.7214579582214355
19,0.9280937314033508,0.2836962044239044,1.25e-05,0.7200000286102295,0.760124146938324
20,0.9297187328338623,0.2811204493045807,1.25e-05,0.710156261920929,0.7610419392585754
21,0.9312968850135803,0.2789580225944519,6.25e-06,0.7171875238418579,0.7593738436698914
22,0.9303125143051147,0.28031355142593384,6.25e-06,0.7232812643051147,0.7681117057800293
23,0.9324062466621399,0.27813220024108887,3.125e-06,0.7185937762260437,0.7705999612808228
24,0.9302656054496765,0.2800891101360321,3.125e-06,0.7168750166893005,0.7629632353782654
