epoch,custom_accuracy,loss,lr,val_custom_accuracy,val_loss
0,0.5992187261581421,1.0946118831634521,1e-04,0.6665624976158142,0.9729657769203186
1,0.698046863079071,0.8530174493789673,1e-04,0.6825000047683716,0.8509421348571777
2,0.7407500147819519,0.716064989566803,1e-04,0.7134374976158142,0.7875335812568665
3,0.7605624794960022,0.6225037574768066,1e-04,0.7265625,0.7364817261695862
4,0.7809374928474426,0.5549408197402954,1e-04,0.7298437356948853,0.6753103137016296
5,0.7985468506813049,0.5041078925132751,1e-04,0.7014062404632568,0.7205203771591187
6,0.8174062371253967,0.4649885296821594,1e-04,0.7426562309265137,0.665690541267395
7,0.8351093530654907,0.433706670999527,1e-04,0.7281249761581421,0.6864649057388306
8,0.8453593850135803,0.41043758392333984,1e-04,0.7634375095367432,0.6453225016593933
9,0.8590468764305115,0.3883505165576935,1e-04,0.7509375214576721,0.6717702746391296
10,0.8659843802452087,0.3738553524017334,1e-04,0.7645312547683716,0.6785317063331604
11,0.875781238079071,0.3539712429046631,5e-05,0.7567187547683716,0.661665678024292
12,0.8814530968666077,0.34682217240333557,5e-05,0.7434375286102295,0.7022172808647156
13,0.8869531154632568,0.3382205665111542,2.5e-05,0.7612500190734863,0.6909698247909546
14,0.8896406292915344,0.3333240747451782,2.5e-05,0.774218738079071,0.6912190318107605
15,0.8916406035423279,0.3289317786693573,1.25e-05,0.765625,0.6847536563873291
16,0.8931562304496765,0.3268429636955261,1.25e-05,0.7596874833106995,0.6829401254653931
17,0.8956406116485596,0.32378968596458435,6.25e-06,0.7660937309265137,0.6788820624351501
18,0.8956562280654907,0.32298991084098816,6.25e-06,0.7667187452316284,0.6906863451004028
19,0.8966405987739563,0.3191257119178772,3.125e-06,0.7645312547683716,0.6892781257629395
20,0.895703136920929,0.3202737867832184,3.125e-06,0.7642187476158142,0.6890714764595032
