epoch,custom_accuracy,loss,lr,val_custom_accuracy,val_loss
0,0.6795937418937683,0.8556419014930725,1e-04,0.6675000190734863,0.789836585521698
1,0.744015634059906,0.7291017174720764,1e-04,0.6792187690734863,0.7343039512634277
2,0.7705937623977661,0.6530560851097107,1e-04,0.7043750286102295,0.6808937788009644
3,0.7826250195503235,0.5912944078445435,1e-04,0.6940624713897705,0.6515176296234131
4,0.7953906059265137,0.544158399105072,1e-04,0.6689062714576721,0.6360278129577637
5,0.8003593683242798,0.5076146125793457,1e-04,0.6895312666893005,0.6117921471595764
6,0.8065312504768372,0.47986406087875366,1e-04,0.6968749761581421,0.5964358448982239
7,0.8109843730926514,0.4598814845085144,1e-04,0.702343761920929,0.5804750323295593
8,0.8105937242507935,0.441665917634964,1e-04,0.7032812237739563,0.5837975144386292
9,0.8167187571525574,0.42760878801345825,1e-04,0.6993749737739563,0.5715768337249756
10,0.822390615940094,0.41655033826828003,1e-04,0.6996874809265137,0.5750711560249329
11,0.8292656540870667,0.40280526876449585,1e-04,0.6760937571525574,0.5951289534568787
12,0.8278906345367432,0.3989933431148529,5e-05,0.6993749737739563,0.574930727481842
13,0.8324531316757202,0.3921162188053131,5e-05,0.6898437738418579,0.5783933997154236
14,0.8339999914169312,0.3906060755252838,2.5e-05,0.6973437666893005,0.5721948146820068
15,0.8359687328338623,0.38720571994781494,2.5e-05,0.6931250095367432,0.577948808670044
16,0.8379218578338623,0.38259994983673096,1.25e-05,0.6971874833106995,0.5788717865943909
17,0.836843729019165,0.3823540210723877,1.25e-05,0.6926562786102295,0.5766632556915283
18,0.8380937576293945,0.3799763321876526,6.25e-06,0.686718761920929,0.5848140716552734
19,0.8392812609672546,0.37937167286872864,6.25e-06,0.6915624737739563,0.5799756050109863
20,0.8380625247955322,0.37972670793533325,3.125e-06,0.6892187595367432,0.5812668204307556
21,0.8402656316757202,0.37896740436553955,3.125e-06,0.6924999952316284,0.5840139985084534
