epoch,overall_acc,motion_acc,val_loss,train_loss,train_acc,learning_rate,NoGesture_acc,Gesture_acc,Move_acc,nogesture_to_gesture,nogesture_to_move,gesture_to_nogesture,gesture_to_move,move_to_nogesture,move_to_gesture
0,0.345,0.66078125,,,,9.999999747378752e-05,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.5065625,0.62390625,1.1539896726608276,1.205017328262329,0.7054218649864197,9.999999747378752e-05,0.6278212805158913,0.5670289855072463,0.31024245423057895,0.22432058959005066,0.14785812989405803,0.3138586956521739,0.11911231884057971,0.4482929242949035,0.24146462147451755
1,0.51203125,0.6115625,1.0299795866012573,0.9384534358978271,0.780468761920929,9.999999747378752e-05,0.5435283279594657,0.6408514492753623,0.3374567046016823,0.28420082911100875,0.17227084292952557,0.24728260869565216,0.1118659420289855,0.46956952003958435,0.1929737753587333
2,0.5059375,0.60390625,0.9696388840675354,0.785672664642334,0.8117656111717224,9.999999747378752e-05,0.5389221556886228,0.6403985507246377,0.3236021771400297,0.2749884845693229,0.18608935974205434,0.2554347826086957,0.10416666666666667,0.47996041563582387,0.19643740722414646
3,0.508125,0.58875,0.9479171633720398,0.6686311364173889,0.8300625085830688,9.999999747378752e-05,0.6264394288346384,0.5498188405797102,0.33547748639287484,0.20635651773376323,0.16720405343159833,0.3138586956521739,0.13632246376811594,0.5581395348837209,0.10638297872340426
4,0.5009375,0.60828125,0.9138306379318237,0.5887191295623779,0.8417187333106995,9.999999747378752e-05,0.5997236296637494,0.551177536231884,0.33993072736269175,0.22524182404421925,0.17503454629203133,0.317481884057971,0.13134057971014493,0.4636318654131618,0.19643740722414646
5,0.5453125,0.63734375,0.8873826861381531,0.5249829888343811,0.8546093702316284,9.999999747378752e-05,0.7010594196222939,0.5982789855072463,0.32013854527461655,0.2086596038691847,0.09028097650852142,0.32653985507246375,0.07518115942028986,0.4705591291439881,0.20930232558139536
6,0.53625,0.62203125,0.8331009745597839,0.4799792170524597,0.8612499833106995,9.999999747378752e-05,0.5582680792261631,0.7341485507246377,0.2963879267689263,0.3307231690465223,0.1110087517273146,0.21331521739130435,0.05253623188405797,0.48936170212765956,0.21425037110341416
7,0.53703125,0.6275,0.8327941298484802,0.4428040087223053,0.8640156388282776,9.999999747378752e-05,0.5734684477199448,0.6779891304347826,0.34388916378030676,0.28327959465684016,0.1432519576232151,0.23550724637681159,0.08650362318840579,0.46412666996536367,0.19198416625432954
8,0.53890625,0.64859375,0.9188665151596069,0.4148818850517273,0.8698593974113464,9.999999747378752e-05,0.6434822662367573,0.6612318840579711,0.2929242949035131,0.2524182404421925,0.1040994933210502,0.286231884057971,0.05253623188405797,0.41712023750618504,0.28995546759030183
9,0.501875,0.6340625,0.8348293900489807,0.38958531618118286,0.8759999871253967,9.999999747378752e-05,0.48595117457392906,0.677536231884058,0.32706580900544285,0.2975587286964532,0.2164900967296177,0.21195652173913043,0.1105072463768116,0.37506185056902525,0.2978723404255319
10,0.5703125,0.6659375,0.8762291669845581,0.3715609610080719,0.8819375038146973,4.999999873689376e-05,0.6748042376784892,0.7028985507246377,0.3132112815437902,0.23859972362966375,0.08659603869184708,0.25271739130434784,0.044384057971014496,0.43245917862444333,0.2543295398317664
11,0.55390625,0.66515625,0.8899075388908386,0.35946276783943176,0.8867343664169312,4.999999873689376e-05,0.672961768770152,0.7142210144927537,0.2508659079663533,0.25149700598802394,0.07554122524182405,0.2441123188405797,0.041666666666666664,0.44235526966848093,0.30677882236516574
12,0.5721875,0.67328125,0.8576779961585999,0.3492412269115448,0.8890312314033508,2.499999936844688e-05,0.6586826347305389,0.7024456521739131,0.33696190004948046,0.24873330262551818,0.09258406264394288,0.2418478260869565,0.05570652173913043,0.4037605145967343,0.25927758535378526
13,0.565625,0.67359375,0.8403781652450562,0.34399932622909546,0.8931875228881836,2.499999936844688e-05,0.6632888070013818,0.6997282608695652,0.31420089064819395,0.23076923076923078,0.10594196222938738,0.24456521739130435,0.05570652173913043,0.40475012370113805,0.281048985650668
14,0.571875,0.67953125,0.8503485321998596,0.3404386341571808,0.8930624723434448,1.249999968422344e-05,0.6678949792722247,0.7119565217391305,0.31568530430479963,0.23721787194841087,0.09488714877936434,0.23867753623188406,0.049365942028985504,0.39732805541810984,0.28698664027709053
15,0.5675,0.66484375,0.8655990362167358,0.3378848135471344,0.8949531316757202,1.249999968422344e-05,0.672961768770152,0.6951992753623188,0.31469569520039586,0.22984799631506217,0.09719023491478582,0.25271739130434784,0.052083333333333336,0.433943592281049,0.2513607125185552
16,0.564375,0.674375,0.8427290916442871,0.33661767840385437,0.8948593735694885,6.24999984211172e-06,0.6632888070013818,0.7056159420289855,0.3038099950519545,0.23952095808383234,0.09719023491478582,0.24728260869565216,0.04710144927536232,0.39930727362691737,0.29688273132112813
17,0.56734375,0.67546875,0.8535129427909851,0.3320607542991638,0.8966875076293945,6.24999984211172e-06,0.676186089359742,0.6933876811594203,0.31271647699158833,0.22478120681713495,0.09903270382312299,0.2554347826086957,0.051177536231884056,0.400791687283523,0.2864918357248887
18,0.5721875,0.68046875,0.8469082713127136,0.3334363102912903,0.8970468640327454,3.12499992105586e-06,0.6734223859972363,0.7083333333333334,0.31469569520039586,0.2303086135421465,0.09626900046061723,0.24365942028985507,0.04800724637681159,0.39485403265710045,0.2904502721425037
19,0.56765625,0.67953125,0.8512004017829895,0.3320339024066925,0.8968437314033508,3.12499992105586e-06,0.6720405343159834,0.7065217391304348,0.3038099950519545,0.2362966374942423,0.0916628281897743,0.24456521739130435,0.04891304347826087,0.3953488372093023,0.3008411677387432
