epoch,custom_accuracy,loss,lr,val_custom_accuracy,val_loss
0,0.5470937490463257,1.0738613605499268,1e-04,0.6053125262260437,0.9368293285369873
1,0.6040156483650208,0.8539401292800903,1e-04,0.6832812428474426,0.8279075026512146
2,0.6717031002044678,0.7320125699043274,1e-04,0.6832812428474426,0.747577965259552
3,0.7228906154632568,0.6383745670318604,1e-04,0.6806250214576721,0.7161815762519836
4,0.7474843859672546,0.5722056031227112,1e-04,0.6689062714576721,0.6782804727554321
5,0.7618593573570251,0.5259780287742615,1e-04,0.6676562428474426,0.7006263732910156
6,0.7781562209129333,0.4889727532863617,1e-04,0.7109375,0.6797370910644531
7,0.7968906164169312,0.46135514974594116,5e-05,0.7192187309265137,0.7223196625709534
8,0.8003749847412109,0.4486444890499115,5e-05,0.6957812309265137,0.7029741406440735
9,0.8098124861717224,0.4327177405357361,2.5e-05,0.7056249976158142,0.7068113684654236
10,0.8119531273841858,0.4269745349884033,2.5e-05,0.7037500143051147,0.7061187028884888
11,0.8117343783378601,0.4234614968299866,1.25e-05,0.7060937285423279,0.7013534307479858
12,0.8171406388282776,0.4192056655883789,1.25e-05,0.6996874809265137,0.7224849462509155
13,0.8197343945503235,0.4158894717693329,6.25e-06,0.70703125,0.7124765515327454
14,0.8222500085830688,0.41394704580307007,6.25e-06,0.70703125,0.7112829089164734
15,0.8199531435966492,0.4135468006134033,3.125e-06,0.7087500095367432,0.7072423696517944
16,0.8227812647819519,0.41201794147491455,3.125e-06,0.7093750238418579,0.7099354267120361
