epoch,custom_accuracy,loss,lr,val_custom_accuracy,val_loss
0,0.5574374794960022,0.8867873549461365,1e-04,0.47703126072883606,0.748884916305542
1,0.5490937232971191,0.724393904209137,1e-04,0.5965625047683716,0.689680278301239
2,0.581375002861023,0.6671252846717834,1e-04,0.643750011920929,0.6428367495536804
3,0.6238906383514404,0.6151998043060303,1e-04,0.7053124904632568,0.6019098162651062
4,0.6631406545639038,0.573662281036377,1e-04,0.7073437571525574,0.5783698558807373
5,0.6882343888282776,0.5424947142601013,1e-04,0.7182812690734863,0.5610300898551941
6,0.7081249952316284,0.5148271322250366,1e-04,0.7173437476158142,0.5494191646575928
7,0.7301874756813049,0.49224910140037537,1e-04,0.7207812666893005,0.5451740026473999
8,0.7384531497955322,0.4763515293598175,1e-04,0.7210937738418579,0.5350885391235352
9,0.7532656192779541,0.45954734086990356,1e-04,0.6974999904632568,0.5425858497619629
10,0.7584218978881836,0.448420912027359,1e-04,0.7118750214576721,0.5553725957870483
11,0.7673125267028809,0.43808919191360474,5e-05,0.7173437476158142,0.545441746711731
12,0.7730000019073486,0.4328330457210541,5e-05,0.7010937333106995,0.5566033124923706
13,0.7776874899864197,0.4247554838657379,2.5e-05,0.7128124833106995,0.554824948310852
14,0.7832187414169312,0.42262592911720276,2.5e-05,0.7246875166893005,0.5510441064834595
15,0.782296895980835,0.4213734567165375,1.25e-05,0.71484375,0.5503056645393372
16,0.7818281054496765,0.4194401204586029,1.25e-05,0.7164062261581421,0.5531632304191589
17,0.7843593955039978,0.41673532128334045,6.25e-06,0.7225000262260437,0.5529707670211792
18,0.7816562652587891,0.4189722239971161,6.25e-06,0.7193750143051147,0.5520403385162354
19,0.7849218845367432,0.4167585074901581,3.125e-06,0.7192187309265137,0.5527551174163818
20,0.7875781059265137,0.41182491183280945,3.125e-06,0.7210937738418579,0.5556833744049072
